temp,atemp,humidity,windspeed,year,season,month,weekday,hour,workingday,holiday,weather,casual,registered,tot
23.78,27.275,78.0,7.0015,2011,2,5,3,12,1,0,2,38,130,168
23.78,27.275,64.0,16.9979,2011,2,5,3,13,1,0,3,44,139,183
22.14,25.76,73.0,12.998,2011,2,5,3,14,1,0,3,43,137,180
22.96,26.515,78.0,11.0014,2011,2,5,3,15,1,0,1,63,125,188
23.78,27.275,64.0,12.998,2011,2,5,3,16,1,0,1,55,247,302
22.96,26.515,78.0,11.0014,2011,2,5,3,17,1,0,1,60,487,547
24.6,31.06,55.0,11.0014,2011,2,5,3,18,1,0,1,59,454,513
23.78,27.275,60.0,8.9981,2011,2,5,3,19,1,0,1,65,345,410
22.14,25.76,77.0,19.0012,2011,2,5,3,20,1,0,1,46,236,282
22.14,25.76,77.0,19.0012,2011,2,5,3,21,1,0,1,29,180,209
20.5,24.24,82.0,19.9995,2011,2,5,3,22,1,0,3,11,68,79
19.68,23.485,94.0,0.0,2011,2,5,3,23,1,0,1,9,63,72
28.7,33.335,79.0,11.0014,2011,2,6,2,0,1,0,1,9,25,34
28.7,33.335,84.0,16.9979,2011,2,6,2,1,1,0,1,8,9,17
28.7,33.335,79.0,11.0014,2011,2,6,2,2,1,0,1,0,3,3
27.88,31.82,89.0,12.998,2011,2,6,2,3,1,0,1,0,6,6
27.88,31.82,89.0,15.0013,2011,2,6,2,4,1,0,2,0,4,4
27.06,29.545,89.0,6.0032,2011,2,6,2,5,1,0,2,2,19,21
27.88,31.82,89.0,6.0032,2011,2,6,2,6,1,0,2,7,121,128
28.7,33.335,79.0,11.0014,2011,2,6,2,7,1,0,2,19,265,284
29.52,34.85,79.0,12.998,2011,2,6,2,8,1,0,2,37,417,454
30.34,35.605,74.0,15.0013,2011,2,6,2,9,1,0,2,34,173,207
31.16,37.12,75.0,16.9979,2011,2,6,2,10,1,0,2,31,84,115
33.62,40.15,59.0,15.0013,2011,2,6,2,11,1,0,2,26,86,112
35.26,41.665,53.0,0.0,2011,2,6,2,12,1,0,1,32,137,169
36.9,40.91,37.0,12.998,2011,2,6,2,13,1,0,1,29,125,154
36.9,40.91,37.0,16.9979,2011,2,6,2,14,1,0,1,40,105,145
36.9,41.665,39.0,19.9995,2011,2,6,2,15,1,0,1,25,127,152
35.26,40.15,47.0,19.9995,2011,2,6,2,16,1,0,1,39,227,266
35.26,40.15,47.0,19.9995,2011,2,6,2,17,1,0,1,52,434,486
33.62,39.395,56.0,26.0027,2011,2,6,2,18,1,0,3,31,278,309
30.34,35.605,79.0,11.0014,2011,2,6,2,19,1,0,2,16,248,264
30.34,35.605,79.0,16.9979,2011,2,6,2,20,1,0,2,23,233,256
30.34,34.85,70.0,19.0012,2011,2,6,2,21,1,0,1,29,161,190
30.34,34.85,66.0,8.9981,2011,2,6,2,22,1,0,1,14,115,129
30.34,33.335,51.0,11.0014,2011,2,6,2,23,1,0,1,10,59,69
30.34,32.575,40.0,23.9994,2011,2,6,3,0,1,0,1,11,31,42
29.52,32.575,38.0,7.0015,2011,2,6,3,1,1,0,1,3,12,15
28.7,31.82,39.0,0.0,2011,2,6,3,2,1,0,1,0,6,6
27.06,31.06,44.0,7.0015,2011,2,6,3,3,1,0,1,0,4,4
27.06,31.06,41.0,12.998,2011,2,6,3,4,1,0,1,0,3,3
27.06,31.06,39.0,15.0013,2011,2,6,3,5,1,0,1,3,28,31
27.06,31.06,39.0,8.9981,2011,2,6,3,6,1,0,1,7,106,113
28.7,31.82,34.0,16.9979,2011,2,6,3,7,1,0,1,19,285,304
28.7,31.82,32.0,19.9995,2011,2,6,3,8,1,0,1,25,442,467
29.52,31.82,26.0,23.9994,2011,2,6,3,9,1,0,1,28,197,225
29.52,32.575,28.0,32.9975,2011,2,6,3,10,1,0,1,33,106,139
30.34,32.575,28.0,26.0027,2011,2,6,3,11,1,0,1,42,123,165
31.16,33.335,25.0,31.0009,2011,2,6,3,12,1,0,1,39,193,232
32.8,34.09,24.0,23.9994,2011,2,6,3,13,1,0,1,35,168,203
31.98,33.335,24.0,22.0028,2011,2,6,3,14,1,0,1,43,142,185
32.8,34.09,21.0,26.0027,2011,2,6,3,15,1,0,1,44,144,188
32.8,34.09,22.0,32.9975,2011,2,6,3,16,1,0,1,63,255,318
31.16,32.575,20.0,35.0008,2011,2,6,3,17,1,0,1,88,484,572
30.34,32.575,22.0,26.0027,2011,2,6,3,18,1,0,1,74,451,525
29.52,31.82,23.0,19.9995,2011,2,6,3,19,1,0,1,58,321,379
28.7,31.82,24.0,12.998,2011,2,6,3,20,1,0,1,51,286,337
27.06,31.06,31.0,12.998,2011,2,6,3,21,1,0,1,33,215,248
26.24,31.06,33.0,16.9979,2011,2,6,3,22,1,0,1,14,141,155
25.42,31.06,35.0,15.0013,2011,2,6,3,23,1,0,1,23,89,112
25.42,31.06,38.0,19.0012,2011,2,6,4,0,1,0,1,15,53,68
24.6,31.06,38.0,23.9994,2011,2,6,4,1,1,0,1,7,15,22
22.96,26.515,43.0,15.0013,2011,2,6,4,2,1,0,1,0,12,12
22.14,25.76,49.0,15.0013,2011,2,6,4,3,1,0,1,0,5,5
21.32,25.0,48.0,22.0028,2011,2,6,4,4,1,0,1,1,5,6
21.32,25.0,48.0,23.9994,2011,2,6,4,5,1,0,1,4,24,28
22.14,25.76,45.0,19.9995,2011,2,6,4,6,1,0,1,8,98,106
22.14,25.76,45.0,16.9979,2011,2,6,4,7,1,0,1,25,252,277
22.96,26.515,43.0,22.0028,2011,2,6,4,8,1,0,2,31,471,502
23.78,27.275,40.0,11.0014,2011,2,6,4,9,1,0,1,36,194,230
25.42,31.06,33.0,16.9979,2011,2,6,4,10,1,0,1,54,107,161
26.24,31.06,31.0,22.0028,2011,2,6,4,11,1,0,1,57,135,192
27.06,31.06,27.0,19.0012,2011,2,6,4,12,1,0,1,51,208,259
27.88,31.06,26.0,16.9979,2011,2,6,4,13,1,0,1,58,190,248
28.7,31.82,28.0,19.0012,2011,2,6,4,14,1,0,1,66,174,240
28.7,31.82,28.0,19.0012,2011,2,6,4,15,1,0,1,56,156,212
29.52,31.82,26.0,22.0028,2011,2,6,4,16,1,0,1,63,286,349
29.52,31.82,25.0,19.0012,2011,2,6,4,17,1,0,1,73,485,558
28.7,31.82,24.0,19.9995,2011,2,6,4,18,1,0,1,76,488,564
27.88,31.06,26.0,19.0012,2011,2,6,4,19,1,0,1,53,338,391
26.24,31.06,29.0,11.0014,2011,2,6,4,20,1,0,1,57,236,293
26.24,31.06,29.0,7.0015,2011,2,6,4,21,1,0,1,51,196,247
25.42,31.06,35.0,0.0,2011,2,6,4,22,1,0,1,26,145,171
23.78,27.275,46.0,7.0015,2011,2,6,4,23,1,0,1,30,141,171
22.96,26.515,52.0,0.0,2011,2,6,5,0,0,0,1,24,69,93
22.14,25.76,64.0,7.0015,2011,2,6,5,1,0,0,1,14,80,94
22.14,25.76,56.0,12.998,2011,2,6,5,2,0,0,1,18,41,59
21.32,25.0,59.0,7.0015,2011,2,6,5,3,0,0,1,8,10,18
21.32,25.0,59.0,6.0032,2011,2,6,5,4,0,0,1,4,11,15
20.5,24.24,64.0,0.0,2011,2,6,5,5,0,0,1,3,5,8
22.14,25.76,60.0,0.0,2011,2,6,5,6,0,0,1,11,17,28
22.96,26.515,56.0,0.0,2011,2,6,5,7,0,0,1,27,60,87
24.6,31.06,46.0,6.0032,2011,2,6,5,8,0,0,1,29,96,125
25.42,31.06,43.0,8.9981,2011,2,6,5,9,0,0,1,55,169,224
26.24,31.06,38.0,7.0015,2011,2,6,5,10,0,0,1,115,202,317
27.06,31.06,36.0,8.9981,2011,2,6,5,11,0,0,1,120,249,369
28.7,31.82,32.0,11.0014,2011,2,6,5,12,0,0,1,150,270,420
30.34,32.575,28.0,8.9981,2011,2,6,5,13,0,0,1,188,268,456
30.34,32.575,33.0,15.0013,2011,2,6,5,14,0,0,1,193,258,451
30.34,32.575,27.0,27.9993,2011,2,6,5,15,0,0,2,180,224,404
29.52,32.575,30.0,8.9981,2011,2,6,5,16,0,0,2,168,272,440
29.52,32.575,34.0,16.9979,2011,2,6,5,17,0,0,2,142,202,344
30.34,32.575,30.0,11.0014,2011,2,6,5,18,0,0,2,127,214,341
28.7,31.82,39.0,6.0032,2011,2,6,5,19,0,0,2,79,206,285
28.7,32.575,48.0,6.0032,2011,2,6,5,20,0,0,2,90,149,239
27.06,31.06,47.0,7.0015,2011,2,6,5,21,0,0,2,46,139,185
26.24,31.06,57.0,15.0013,2011,2,6,5,22,0,0,1,49,141,190
26.24,31.06,57.0,0.0,2011,2,6,5,23,0,0,2,29,121,150
26.24,31.06,57.0,6.0032,2011,2,6,6,0,0,0,1,23,90,113
26.24,31.06,61.0,11.0014,2011,2,6,6,1,0,0,2,26,70,96
26.24,31.06,61.0,11.0014,2011,2,6,6,2,0,0,2,16,48,64
25.42,30.305,65.0,11.0014,2011,2,6,6,3,0,0,2,22,25,47
25.42,30.305,65.0,11.0014,2011,2,6,6,4,0,0,2,4,8,12
25.42,30.305,61.0,8.9981,2011,2,6,6,5,0,0,2,1,5,6
25.42,30.305,61.0,7.0015,2011,2,6,6,6,0,0,2,10,11,21
24.6,29.545,73.0,16.9979,2011,2,6,6,7,0,0,2,8,19,27
24.6,29.545,73.0,16.9979,2011,2,6,6,8,0,0,2,24,74,98
24.6,28.79,78.0,12.998,2011,2,6,6,9,0,0,2,53,111,164
25.42,29.545,73.0,6.0032,2011,2,6,6,10,0,0,2,83,168,251
26.24,30.305,69.0,7.0015,2011,2,6,6,11,0,0,2,121,214,335
26.24,30.305,69.0,7.0015,2011,2,6,6,12,0,0,2,123,212,335
27.06,31.06,65.0,7.0015,2011,2,6,6,13,0,0,1,154,213,367
28.7,32.575,58.0,11.0014,2011,2,6,6,14,0,0,1,161,224,385
28.7,32.575,54.0,0.0,2011,2,6,6,15,0,0,1,161,256,417
29.52,33.335,51.0,6.0032,2011,2,6,6,16,0,0,1,138,260,398
30.34,33.335,51.0,0.0,2011,2,6,6,17,0,0,1,126,264,390
28.7,32.575,58.0,7.0015,2011,2,6,6,18,0,0,1,124,239,363
27.88,31.82,65.0,11.0014,2011,2,6,6,19,0,0,1,108,249,357
27.06,31.06,69.0,12.998,2011,2,6,6,20,0,0,1,84,195,279
26.24,30.305,73.0,11.0014,2011,2,6,6,21,0,0,1,54,111,165
26.24,29.545,78.0,15.0013,2011,2,6,6,22,0,0,1,36,94,130
25.42,29.545,78.0,8.9981,2011,2,6,6,23,0,0,1,25,61,86
25.42,29.545,78.0,8.9981,2011,2,6,0,0,1,0,1,11,18,29
24.6,28.03,83.0,8.9981,2011,2,6,0,1,1,0,1,9,5,14
23.78,27.275,88.0,7.0015,2011,2,6,0,2,1,0,1,4,4,8
23.78,27.275,88.0,0.0,2011,2,6,0,3,1,0,1,2,3,5
22.96,26.515,94.0,7.0015,2011,2,6,0,4,1,0,1,4,4,8
22.96,26.515,88.0,6.0032,2011,2,6,0,5,1,0,1,7,24,31
23.78,27.275,88.0,0.0,2011,2,6,0,6,1,0,1,11,101,112
25.42,29.545,78.0,7.0015,2011,2,6,0,7,1,0,1,18,281,299
26.24,30.305,73.0,6.0032,2011,2,6,0,8,1,0,1,28,410,438
28.7,32.575,58.0,11.0014,2011,2,6,0,9,1,0,1,26,162,188
29.52,33.335,51.0,15.0013,2011,2,6,0,10,1,0,1,31,64,95
30.34,33.335,42.0,8.9981,2011,2,6,0,11,1,0,1,39,72,111
31.16,33.335,37.0,11.0014,2011,2,6,0,12,1,0,1,25,128,153
31.98,34.09,35.0,0.0,2011,2,6,0,13,1,0,1,28,152,180
31.98,34.09,31.0,8.9981,2011,2,6,0,14,1,0,1,46,99,145
32.8,34.85,29.0,12.998,2011,2,6,0,15,1,0,1,38,127,165
31.16,33.335,33.0,8.9981,2011,2,6,0,16,1,0,1,34,233,267
31.98,34.09,33.0,19.0012,2011,2,6,0,17,1,0,1,63,516,579
31.16,33.335,31.0,8.9981,2011,2,6,0,18,1,0,1,56,500,556
29.52,33.335,54.0,12.998,2011,2,6,0,19,1,0,1,64,343,407
27.88,31.82,61.0,8.9981,2011,2,6,0,20,1,0,1,59,277,336
27.06,31.06,57.0,6.0032,2011,2,6,0,21,1,0,1,29,160,189
27.06,31.06,61.0,6.0032,2011,2,6,0,22,1,0,1,36,137,173
26.24,30.305,69.0,6.0032,2011,2,6,0,23,1,0,1,5,55,60
26.24,30.305,65.0,6.0032,2011,2,6,1,0,1,0,1,5,15,20
25.42,30.305,69.0,8.9981,2011,2,6,1,1,1,0,1,2,2,4
24.6,29.545,73.0,6.0032,2011,2,6,1,2,1,0,1,3,2,5
24.6,29.545,73.0,6.0032,2011,2,6,1,3,1,0,1,1,1,2
23.78,27.275,83.0,8.9981,2011,2,6,1,4,1,0,1,2,3,5
23.78,27.275,88.0,11.0014,2011,2,6,1,5,1,0,1,2,30,32
24.6,28.79,78.0,8.9981,2011,2,6,1,6,1,0,1,10,116,126
26.24,30.305,69.0,12.998,2011,2,6,1,7,1,0,2,23,311,334
27.88,31.82,61.0,8.9981,2011,2,6,1,8,1,0,2,45,432,477
29.52,33.335,58.0,15.0013,2011,2,6,1,9,1,0,2,27,190,217
31.16,34.09,48.0,12.998,2011,2,6,1,10,1,0,2,37,86,123
31.16,34.85,52.0,16.9979,2011,2,6,1,11,1,0,2,38,113,151
32.8,36.365,46.0,19.0012,2011,2,6,1,12,1,0,2,42,141,183
32.8,36.365,43.0,16.9979,2011,2,6,1,13,1,0,2,55,141,196
32.8,36.365,43.0,19.0012,2011,2,6,1,14,1,0,2,34,112,146
33.62,37.12,41.0,22.0028,2011,2,6,1,15,1,0,2,56,127,183
32.8,35.605,38.0,15.0013,2011,2,6,1,16,1,0,1,55,253,308
32.8,36.365,43.0,16.9979,2011,2,6,1,17,1,0,1,64,475,539
31.98,34.85,46.0,19.0012,2011,2,6,1,18,1,0,1,72,479,551
31.16,34.09,48.0,16.9979,2011,2,6,1,19,1,0,1,69,355,424
30.34,34.09,56.0,8.9981,2011,2,6,1,20,1,0,1,45,301,346
29.52,34.09,70.0,8.9981,2011,2,6,1,21,1,0,1,31,187,218
28.7,32.575,65.0,8.9981,2011,2,6,1,22,1,0,1,27,126,153
27.88,31.82,79.0,7.0015,2011,2,6,1,23,1,0,1,18,72,90
27.06,29.545,89.0,8.9981,2011,2,6,2,0,1,0,1,12,29,41
27.06,30.305,78.0,0.0,2011,2,6,2,1,1,0,1,3,20,23
26.24,28.79,89.0,6.0032,2011,2,6,2,2,1,0,1,0,7,7
26.24,28.79,89.0,6.0032,2011,2,6,2,3,1,0,1,2,1,3
25.42,28.79,83.0,0.0,2011,2,6,2,4,1,0,1,0,6,6
25.42,28.03,88.0,0.0,2011,2,6,2,5,1,0,1,0,21,21
26.24,28.79,89.0,8.9981,2011,2,6,2,6,1,0,1,13,103,116
27.06,31.06,74.0,7.0015,2011,2,6,2,7,1,0,1,24,329,353
31.16,35.605,58.0,11.0014,2011,2,6,2,8,1,0,1,46,435,481
31.16,35.605,58.0,11.0014,2011,2,6,2,9,1,0,1,34,168,202
33.62,37.12,43.0,15.0013,2011,2,6,2,10,1,0,1,27,63,90
34.44,37.88,41.0,12.998,2011,2,6,2,11,1,0,1,28,106,134
36.08,40.91,42.0,8.9981,2011,2,6,2,12,1,0,1,15,134,149
36.9,42.425,42.0,0.0,2011,2,6,2,13,1,0,1,20,116,136
37.72,43.94,40.0,16.9979,2011,2,6,2,14,1,0,1,44,111,155
37.72,43.94,40.0,11.0014,2011,2,6,2,15,1,0,1,28,100,128
37.72,43.94,40.0,15.0013,2011,2,6,2,16,1,0,1,34,199,233
37.72,42.425,35.0,15.0013,2011,2,6,2,17,1,0,1,80,426,506
36.9,40.91,37.0,15.0013,2011,2,6,2,18,1,0,1,61,398,459
33.62,40.15,59.0,8.9981,2011,2,6,2,19,1,0,1,61,323,384
32.8,39.395,63.0,8.9981,2011,2,6,2,20,1,0,1,55,225,280
32.8,40.15,66.0,8.9981,2011,2,6,2,21,1,0,1,34,168,202
31.16,37.12,75.0,11.0014,2011,2,6,2,22,1,0,1,37,139,176
31.16,37.12,75.0,12.998,2011,2,6,2,23,1,0,1,18,98,116
30.34,35.605,79.0,8.9981,2011,2,6,3,0,1,0,2,7,40,47
30.34,35.605,79.0,7.0015,2011,2,6,3,1,1,0,1,3,13,16
29.52,35.605,84.0,11.0014,2011,2,6,3,2,1,0,2,0,6,6
29.52,35.605,84.0,7.0015,2011,2,6,3,3,1,0,2,0,2,2
29.52,34.85,79.0,6.0032,2011,2,6,3,4,1,0,2,2,4,6
28.7,33.335,84.0,0.0,2011,2,6,3,5,1,0,2,1,19,20
29.52,35.605,84.0,6.0032,2011,2,6,3,6,1,0,2,13,105,118
29.52,34.85,79.0,8.9981,2011,2,6,3,7,1,0,2,31,283,314
31.16,36.365,70.0,7.0015,2011,2,6,3,8,1,0,2,32,400,432
34.44,39.395,49.0,0.0,2011,2,6,3,9,1,0,1,20,148,168
35.26,40.91,50.0,19.0012,2011,2,6,3,10,1,0,1,20,74,94
36.9,42.425,42.0,15.0013,2011,2,6,3,11,1,0,1,36,82,118
37.72,42.425,35.0,12.998,2011,2,6,3,12,1,0,1,40,100,140
36.9,40.91,37.0,6.0032,2011,2,6,3,13,1,0,1,18,118,136
37.72,43.94,40.0,12.998,2011,2,6,3,14,1,0,1,25,93,118
38.54,41.665,31.0,11.0014,2011,2,6,3,15,1,0,1,18,86,104
37.72,41.665,33.0,8.9981,2011,2,6,3,16,1,0,1,30,170,200
36.9,40.91,37.0,16.9979,2011,2,6,3,17,1,0,1,54,355,409
36.08,40.15,39.0,19.0012,2011,2,6,3,18,1,0,1,52,414,466
34.44,37.12,39.0,22.0028,2011,2,6,3,19,1,0,2,55,271,326
32.8,36.365,43.0,12.998,2011,2,6,3,20,1,0,2,40,214,254
31.16,34.85,52.0,0.0,2011,2,6,3,21,1,0,3,29,142,171
30.34,34.09,58.0,11.0014,2011,2,6,3,22,1,0,2,22,131,153
30.34,34.85,57.0,11.0014,2011,2,6,3,23,1,0,2,15,82,97
28.7,32.575,65.0,15.0013,2011,2,6,4,0,1,0,3,8,61,69
28.7,32.575,65.0,15.0013,2011,2,6,4,1,1,0,3,5,18,23
27.88,31.82,69.0,11.0014,2011,2,6,4,2,1,0,1,6,7,13
27.88,31.82,69.0,11.0014,2011,2,6,4,3,1,0,1,3,3,6
27.06,30.305,78.0,11.0014,2011,2,6,4,4,1,0,1,0,4,4
27.06,30.305,78.0,11.0014,2011,2,6,4,5,1,0,1,0,28,28
27.06,30.305,78.0,6.0032,2011,2,6,4,6,1,0,1,10,94,104
29.52,34.09,66.0,7.0015,2011,2,6,4,7,1,0,1,25,242,267
30.34,34.09,58.0,8.9981,2011,2,6,4,8,1,0,1,29,423,452
31.16,34.85,55.0,0.0,2011,2,6,4,9,1,0,1,37,176,213
31.98,35.605,52.0,0.0,2011,2,6,4,10,1,0,1,23,88,111
33.62,37.88,46.0,0.0,2011,2,6,4,11,1,0,1,46,107,153
34.44,37.88,44.0,8.9981,2011,2,6,4,12,1,0,1,40,167,207
34.44,37.88,44.0,7.0015,2011,2,6,4,13,1,0,1,40,149,189
35.26,38.635,39.0,0.0,2011,2,6,4,14,1,0,1,44,121,165
34.44,37.88,44.0,7.0015,2011,2,6,4,15,1,0,1,49,163,212
33.62,39.395,56.0,19.9995,2011,2,6,4,16,1,0,1,46,239,285
33.62,38.635,52.0,15.0013,2011,2,6,4,17,1,0,1,63,454,517
32.8,38.635,59.0,15.0013,2011,2,6,4,18,1,0,1,96,367,463
31.98,37.12,59.0,12.998,2011,2,6,4,19,1,0,1,61,245,306
31.16,35.605,62.0,7.0015,2011,2,6,4,20,1,0,1,53,197,250
31.16,36.365,66.0,8.9981,2011,2,6,4,21,1,0,1,55,163,218
29.52,34.85,74.0,16.9979,2011,2,6,4,22,1,0,1,40,145,185
29.52,34.85,74.0,11.0014,2011,2,6,4,23,1,0,1,36,110,146
28.7,33.335,79.0,8.9981,2011,2,6,5,0,0,0,1,28,89,117
28.7,33.335,79.0,6.0032,2011,2,6,5,1,0,0,1,10,67,77
28.7,33.335,79.0,7.0015,2011,2,6,5,2,0,0,1,10,50,60
27.88,31.82,83.0,6.0032,2011,2,6,5,3,0,0,1,10,18,28
27.88,31.82,79.0,6.0032,2011,2,6,5,4,0,0,1,4,9,13
27.88,31.82,74.0,8.9981,2011,2,6,5,5,0,0,1,4,12,16
28.7,32.575,61.0,8.9981,2011,2,6,5,6,0,0,1,9,31,40
29.52,33.335,58.0,12.998,2011,2,6,5,7,0,0,1,18,50,68
30.34,34.09,58.0,12.998,2011,2,6,5,8,0,0,1,32,111,143
30.34,34.09,62.0,8.9981,2011,2,6,5,9,0,0,1,59,171,230
30.34,34.09,58.0,11.0014,2011,2,6,5,10,0,0,1,91,173,264
31.16,35.605,62.0,8.9981,2011,2,6,5,11,0,0,1,110,215,325
32.8,37.88,55.0,15.0013,2011,2,6,5,12,0,0,1,112,235,347
32.8,37.88,55.0,12.998,2011,2,6,5,13,0,0,1,150,237,387
33.62,38.635,49.0,7.0015,2011,2,6,5,14,0,0,1,148,232,380
33.62,38.635,49.0,7.0015,2011,2,6,5,15,0,0,1,142,232,374
32.8,36.365,46.0,12.998,2011,2,6,5,16,0,0,2,169,225,394
30.34,34.09,58.0,11.0014,2011,2,6,5,17,0,0,2,147,190,337
29.52,34.09,62.0,8.9981,2011,2,6,5,18,0,0,2,131,155,286
28.7,32.575,65.0,12.998,2011,2,6,5,19,0,0,1,97,167,264
27.88,31.82,74.0,16.9979,2011,2,6,5,20,0,0,1,95,180,275
27.06,31.06,74.0,15.0013,2011,2,6,5,21,0,0,1,76,144,220
27.06,30.305,78.0,15.0013,2011,2,6,5,22,0,0,1,53,137,190
27.06,31.06,74.0,7.0015,2011,2,6,5,23,0,0,1,24,107,131
27.06,30.305,78.0,15.0013,2011,2,6,6,0,0,0,1,19,100,119
26.24,28.79,83.0,7.0015,2011,2,6,6,1,0,0,1,19,74,93
26.24,28.79,89.0,16.9979,2011,2,6,6,2,0,0,1,9,57,66
26.24,28.79,89.0,19.0012,2011,2,6,6,3,0,0,1,8,20,28
25.42,28.03,88.0,11.0014,2011,2,6,6,4,0,0,1,8,6,14
25.42,28.03,88.0,15.0013,2011,2,6,6,5,0,0,1,5,5,10
25.42,28.03,88.0,7.0015,2011,2,6,6,6,0,0,1,5,9,14
26.24,29.545,78.0,7.0015,2011,2,6,6,7,0,0,1,7,27,34
28.7,33.335,74.0,0.0,2011,2,6,6,8,0,0,1,28,64,92
29.52,34.09,66.0,0.0,2011,2,6,6,9,0,0,1,75,107,182
31.16,35.605,58.0,6.0032,2011,2,6,6,10,0,0,1,120,191,311
31.98,36.365,55.0,7.0015,2011,2,6,6,11,0,0,1,131,236,367
33.62,37.88,46.0,0.0,2011,2,6,6,12,0,0,1,176,244,420
31.98,37.12,59.0,19.0012,2011,2,6,6,13,0,0,1,109,264,373
33.62,39.395,56.0,16.9979,2011,2,6,6,14,0,0,1,96,219,315
32.8,38.635,59.0,19.9995,2011,2,6,6,15,0,0,1,142,218,360
27.88,31.82,83.0,19.0012,2011,2,6,6,16,0,0,3,115,235,350
27.88,31.82,83.0,19.0012,2011,2,6,6,17,0,0,3,94,158,252
28.7,33.335,74.0,11.0014,2011,2,6,6,18,0,0,1,69,187,256
28.7,33.335,74.0,7.0015,2011,2,6,6,19,0,0,1,67,156,223
27.06,30.305,83.0,11.0014,2011,2,6,6,20,0,0,1,62,144,206
27.06,30.305,83.0,7.0015,2011,2,6,6,21,0,0,1,39,101,140
26.24,28.79,83.0,8.9981,2011,2,6,6,22,0,0,1,31,97,128
26.24,29.545,78.0,12.998,2011,2,6,6,23,0,0,1,33,74,107
26.24,29.545,78.0,8.9981,2011,2,6,0,0,1,0,1,8,20,28
26.24,30.305,73.0,15.0013,2011,2,6,0,1,1,0,1,6,10,16
25.42,29.545,73.0,19.0012,2011,2,6,0,2,1,0,1,2,8,10
24.6,30.305,60.0,32.9975,2011,2,6,0,3,1,0,1,1,6,7
22.96,26.515,64.0,19.9995,2011,2,6,0,4,1,0,1,1,3,4
22.14,25.76,64.0,26.0027,2011,2,6,0,5,1,0,1,2,27,29
22.14,25.76,64.0,27.9993,2011,2,6,0,6,1,0,1,7,98,105
22.96,26.515,56.0,23.9994,2011,2,6,0,7,1,0,1,26,302,328
23.78,27.275,49.0,30.0026,2011,2,6,0,8,1,0,1,44,432,476
25.42,31.06,46.0,23.9994,2011,2,6,0,9,1,0,1,35,189,224
26.24,31.06,41.0,22.0028,2011,2,6,0,10,1,0,1,38,80,118
27.06,31.06,41.0,19.9995,2011,2,6,0,11,1,0,1,53,106,159
27.06,31.06,41.0,19.0012,2011,2,6,0,12,1,0,1,35,161,196
28.7,31.82,37.0,0.0,2011,2,6,0,13,1,0,1,53,174,227
28.7,31.82,34.0,16.9979,2011,2,6,0,14,1,0,1,55,145,200
28.7,31.82,37.0,30.0026,2011,2,6,0,15,1,0,1,58,127,185
28.7,31.82,37.0,27.9993,2011,2,6,0,16,1,0,1,64,262,326
28.7,31.82,39.0,22.0028,2011,2,6,0,17,1,0,1,72,529,601
28.7,31.82,37.0,23.9994,2011,2,6,0,18,1,0,1,76,510,586
27.06,31.06,39.0,19.0012,2011,2,6,0,19,1,0,1,75,348,423
26.24,31.06,44.0,16.9979,2011,2,6,0,20,1,0,1,78,253,331
26.24,31.06,41.0,16.9979,2011,2,6,0,21,1,0,1,40,178,218
25.42,31.06,46.0,15.0013,2011,2,6,0,22,1,0,1,20,114,134
25.42,31.06,46.0,12.998,2011,2,6,0,23,1,0,1,14,75,89
24.6,31.06,49.0,12.998,2011,2,6,1,0,1,0,1,13,18,31
24.6,31.06,49.0,16.9979,2011,2,6,1,1,1,0,1,3,10,13
24.6,31.06,49.0,19.0012,2011,2,6,1,2,1,0,1,2,8,10
23.78,27.275,53.0,22.0028,2011,2,6,1,3,1,0,1,1,1,2
22.14,25.76,60.0,16.9979,2011,2,6,1,4,1,0,1,0,3,3
22.14,25.76,56.0,22.0028,2011,2,6,1,5,1,0,1,3,23,26
22.14,25.76,56.0,19.9995,2011,2,6,1,6,1,0,1,6,107,113
22.96,26.515,52.0,27.9993,2011,2,6,1,7,1,0,1,19,346,365
23.78,27.275,49.0,26.0027,2011,2,6,1,8,1,0,1,45,441,486
25.42,31.06,46.0,12.998,2011,2,6,1,9,1,0,1,19,174,193
25.42,31.06,46.0,15.0013,2011,2,6,1,10,1,0,1,33,97,130
26.24,31.06,41.0,19.0012,2011,2,6,1,11,1,0,1,40,103,143
26.24,31.06,41.0,23.9994,2011,2,6,1,12,1,0,1,30,139,169
26.24,31.06,44.0,15.0013,2011,2,6,1,13,1,0,1,33,176,209
26.24,31.06,47.0,12.998,2011,2,6,1,14,1,0,2,41,118,159
26.24,31.06,47.0,11.0014,2011,2,6,1,15,1,0,1,42,136,178
27.88,31.82,41.0,12.998,2011,2,6,1,16,1,0,1,51,279,330
26.24,31.06,50.0,19.0012,2011,2,6,1,17,1,0,3,85,484,569
25.42,31.06,51.0,22.0028,2011,2,6,1,18,1,0,1,65,473,538
26.24,31.06,50.0,23.9994,2011,2,6,1,19,1,0,1,51,335,386
24.6,31.06,56.0,11.0014,2011,2,6,1,20,1,0,1,60,237,297
24.6,31.06,56.0,19.9995,2011,2,6,1,21,1,0,1,37,206,243
23.78,27.275,60.0,15.0013,2011,2,6,1,22,1,0,1,29,159,188
22.96,26.515,68.0,15.0013,2011,2,6,1,23,1,0,1,19,91,110
22.96,26.515,64.0,23.9994,2011,2,6,2,0,1,0,1,8,44,52
22.14,25.76,64.0,19.0012,2011,2,6,2,1,1,0,1,0,14,14
